chr,start,end,length,abs_summit,pileup,#NAME?,fold_enrichment,#NAME?,name
1,10226277,10226594,318,10226369,13,5.1047,3.3064,3.15422,SRR3729605_peak_70
1,10282272,10282786,515,10282555,24,9.7965,4.16687,7.61555,SRR3729605_peak_71
1,10301848,10302195,348,10302066,17,5.92294,3.28862,3.91664,SRR3729605_peak_72
1,10303306,10304126,821,10303608,80,79.8266,18.6868,76.3068,SRR3729605_peak_73
1,10382449,10383073,625,10382728,20,7.89014,3.83672,5.79146,SRR3729605_peak_74
1,11063665,11064261,597,11063951,22,10.6191,4.77618,8.40551,SRR3729605_peak_75
1,13185628,13186961,1334,13186152,31,16.8392,5.99043,14.4224,SRR3729605_peak_76
1,13221289,13221640,352,13221526,22,11.1152,5.00195,8.88769,SRR3729605_peak_77
1,13241417,13241735,319,13241627,16,7.2539,4.03983,5.17901,SRR3729605_peak_78
1,13273925,13274409,485,13274112,16,6.42556,3.62938,4.39817,SRR3729605_peak_79
1,13274628,13274984,357,13274970,13,3.88921,2.687,2.01461,SRR3729605_peak_80
1,13311224,13312118,895,13311748,63,53.5145,13.2902,50.3426,SRR3729605_peak_81
1,13360155,13360670,516,13360427,22,10.3348,4.64915,8.13582,SRR3729605_peak_82
1,13371737,13372128,392,13371990,23,9.71537,4.25215,7.53657,SRR3729605_peak_83
1,13375142,13375637,496,13375356,19,7.85434,3.93801,5.75704,SRR3729605_peak_84
1,13382685,13383215,531,13382913,39,24.2418,7.48804,21.6322,SRR3729605_peak_85
1,13384066,13384975,910,13384375,41,27.7763,8.48976,25.0839,SRR3729605_peak_86
1,13442266,13443084,819,13442600,37,26.578,8.91288,23.9143,SRR3729605_peak_87
1,13444252,13445200,949,13444423,28,17.6097,6.89148,15.1689,SRR3729605_peak_88
1,13496608,13497285,678,13497013,26,15.709,6.4162,13.3238,SRR3729605_peak_89
1,13537058,13537760,703,13537363,31,14.8485,5.21914,12.4903,SRR3729605_peak_90
1,13558237,13558701,465,13558497,29,14.7714,5.47761,12.4215,SRR3729605_peak_91
1,13631818,13632328,511,13632110,22,11.1152,5.00195,8.88769,SRR3729605_peak_92
1,13644837,13645537,701,13645251,44,32.1572,9.60718,29.37,SRR3729605_peak_93
1,13646728,13647071,344,13646906,20,9.47207,4.54631,7.30752,SRR3729605_peak_94
1,13656552,13657165,614,13656838,19,7.63241,3.83856,5.54339,SRR3729605_peak_95
1,13657434,13658930,1497,13657830,50,37.1034,10.1662,34.2125,SRR3729605_peak_96
1,13659173,13659500,328,13659383,16,7.18896,4.007,5.12396,SRR3729605_peak_97
1,13659809,13660768,960,13660262,34,23.6484,8.3173,21.0516,SRR3729605_peak_98
1,13698528,13699041,514,13698818,14,5.82037,3.56456,3.81847,SRR3729605_peak_99
1,13709430,13709981,552,13709815,14,4.76598,3.03206,2.83185,SRR3729605_peak_100
1,13717024,13717765,742,13717469,14,5.82037,3.56456,3.81847,SRR3729605_peak_101
1,13726242,13727175,934,13726795,19,8.74626,4.34952,6.6124,SRR3729605_peak_102
1,13728360,13729480,1121,13728896,34,22.2437,7.68821,19.6843,SRR3729605_peak_103
1,13729615,13731371,1757,13730889,78,60.6701,12.1054,57.3957,SRR3729605_peak_104
1,13738627,13740222,1596,13739889,40,24.2817,7.3149,21.6699,SRR3729605_peak_105
1,13747262,13748620,1359,13748110,26,15.709,6.4162,13.3238,SRR3729605_peak_106
1,13769445,13770416,972,13770134,43,33.0678,10.2581,30.2604,SRR3729605_peak_107
1,13785972,13786639,668,13786269,22,12.1002,5.46565,9.83173,SRR3729605_peak_108
1,13859390,13859997,608,13859693,43,29.2918,8.66362,26.563,SRR3729605_peak_109
1,15678254,15679078,825,15678671,34,23.3027,8.15987,20.7154,SRR3729605_peak_110
1,15680328,15681237,910,15680940,27,12.8391,4.99554,10.5505,SRR3729605_peak_111
1,15685780,15686883,1104,15686016,23,12.3956,5.42882,10.1194,SRR3729605_peak_112
1,15875360,15876777,1418,15876128,53,45.3931,12.8324,42.3534,SRR3729605_peak_113
1,15902600,15904123,1524,15903151,41,31.2449,9.98076,28.4737,SRR3729605_peak_114
1,16067251,16067644,394,16067455,17,8.00769,4.27747,5.89857,SRR3729605_peak_115
1,16173941,16175480,1540,16174414,120,119.834,20.6198,115.905,SRR3729605_peak_116
1,16175591,16177478,1888,16176624,57,44.7011,11.4202,41.6752,SRR3729605_peak_117
1,16177537,16177854,318,16177661,14,5.11013,3.20239,3.15827,SRR3729605_peak_118
1,16181933,16182355,423,16182065,16,7.01207,3.91813,4.95458,SRR3729605_peak_119
1,16242312,16242629,318,16242509,17,8.00769,4.27747,5.89857,SRR3729605_peak_120
1,16269379,16270130,752,16269629,22,11.2242,5.05225,8.99308,SRR3729605_peak_121
1,16298430,16299022,593,16298713,36,22.1959,7.25449,19.6381,SRR3729605_peak_122
1,16379331,16380512,1182,16380281,26,15.3994,6.27129,13.0286,SRR3729605_peak_123
1,16588543,16589009,467,16588796,17,8.00769,4.27747,5.89857,SRR3729605_peak_124
1,16688454,16688983,530,16688749,23,12.0568,5.27192,9.79539,SRR3729605_peak_125
1,16689190,16690092,903,16689770,25,13.763,5.7063,11.445,SRR3729605_peak_126
1,16726415,16727854,1440,16726926,55,44.709,11.9556,41.6823,SRR3729605_peak_127
1,16735036,16736471,1436,16735553,97,101.504,21.5083,97.7512,SRR3729605_peak_128
1,16758113,16759110,998,16758850,22,12.1002,5.46565,9.83173,SRR3729605_peak_129
1,17167373,17168087,715,17167885,24,13.8708,5.94093,11.5435,SRR3729605_peak_130
1,19275916,19276542,627,19276198,18,8.34158,4.29781,6.22028,SRR3729605_peak_131
1,20139792,20140424,633,20140028,24,13.6332,5.82848,11.3179,SRR3729605_peak_132
1,20201895,20202815,921,20202519,59,50.4054,13.1798,47.2804,SRR3729605_peak_133
1,20547849,20548297,449,20548117,17,7.19606,3.87927,5.1305,SRR3729605_peak_134
1,20687755,20688717,963,20688132,43,33.5109,10.456,30.6921,SRR3729605_peak_135
1,20724308,20724761,454,20724472,13,5.0008,3.25178,3.05477,SRR3729605_peak_136
1,20889921,20890911,991,20890619,28,17.6097,6.89148,15.1689,SRR3729605_peak_137
1,21021387,21022092,706,21021809,16,7.2539,4.03983,5.17901,SRR3729605_peak_138
1,21129372,21130533,1162,21129818,66,54.7051,12.9245,51.5159,SRR3729605_peak_139
1,21140155,21140494,340,21140235,20,8.33507,4.03049,6.21492,SRR3729605_peak_140
1,21148582,21149441,860,21148887,29,16.1905,6.06411,13.7942,SRR3729605_peak_141
1,21149570,21151046,1477,21150598,56,45.6504,12.0667,42.606,SRR3729605_peak_142
1,21171469,21171796,328,21171719,13,4.6609,3.07528,2.73165,SRR3729605_peak_143
1,21172846,21173254,409,21173139,19,6.12411,3.19343,4.10986,SRR3729605_peak_144
1,21195050,21196506,1457,21195388,59,52.1786,13.9362,49.0272,SRR3729605_peak_145
1,21202516,21203185,670,21202813,49,40.5358,11.8819,37.5811,SRR3729605_peak_146
1,21236506,21237195,690,21236879,32,20.4042,7.30973,17.8913,SRR3729605_peak_147
1,21299089,21299491,403,21299223,23,12.9767,5.70329,10.6786,SRR3729605_peak_148
1,21301694,21303261,1568,21302112,54,46.6277,13.07,43.5667,SRR3729605_peak_149
1,21310448,21311170,723,21310847,24,12.8965,5.48682,10.607,SRR3729605_peak_150
1,21311538,21312069,532,21311844,17,7.12012,3.84287,5.05782,SRR3729605_peak_151
1,21314295,21315082,788,21314594,42,27.2018,8.04964,24.5216,SRR3729605_peak_152
1,21316033,21317146,1114,21316730,21,9.67931,4.49798,7.50111,SRR3729605_peak_153
1,21322943,21323768,826,21323014,18,7.12402,3.72528,5.06115,SRR3729605_peak_154
1,21336674,21337013,340,21336801,14,5.82037,3.56456,3.81847,SRR3729605_peak_155
1,21374500,21375375,876,21375178,22,12.1002,5.46565,9.83173,SRR3729605_peak_156
1,21375770,21376087,318,21376005,16,7.2539,4.03983,5.17901,SRR3729605_peak_157
1,21390271,21390951,681,21390483,27,16.6518,6.65384,14.2388,SRR3729605_peak_158
1,21394395,21394832,438,21394562,16,7.2539,4.03983,5.17901,SRR3729605_peak_159
1,21397045,21397534,490,21397290,24,13.8708,5.94093,11.5435,SRR3729605_peak_160
1,22186507,22187133,627,22186851,21,11.2418,5.22802,9.00425,SRR3729605_peak_161
1,22205881,22206481,601,22206166,18,8.78445,4.51511,6.64278,SRR3729605_peak_162
1,22385711,22386451,741,22385967,18,8.78445,4.51511,6.64278,SRR3729605_peak_163
1,23201916,23203322,1407,23202684,33,17.8593,6.06602,15.4133,SRR3729605_peak_164
1,23212354,23212878,525,23212735,14,5.29433,3.29495,3.32441,SRR3729605_peak_165
1,23226519,23227525,1007,23226903,53,41.585,11.2136,38.615,SRR3729605_peak_166
1,23276971,23277624,654,23277392,19,9.58306,4.75274,7.40727,SRR3729605_peak_167
1,23293168,23294121,954,23293418,28,17.6097,6.89148,15.1689,SRR3729605_peak_168
1,23294801,23295300,500,23295042,36,20.9536,6.75994,18.424,SRR3729605_peak_169
1,23295619,23296949,1331,23296221,57,50.3778,13.783,47.2536,SRR3729605_peak_170
1,23298356,23299127,772,23298812,20,9.78855,4.69516,7.60806,SRR3729605_peak_171
1,23300588,23300990,403,23300754,30,17.9062,6.61828,15.459,SRR3729605_peak_172
1,23302817,23303159,343,23302884,14,4.9342,3.1149,2.9915,SRR3729605_peak_173
1,23304637,23305473,837,23304895,26,14.2854,5.76431,11.947,SRR3729605_peak_174
1,23309988,23310305,318,23310262,14,4.76598,3.03206,2.83185,SRR3729605_peak_175
1,23325704,23326033,330,23325934,17,4.8322,2.81495,2.89594,SRR3729605_peak_176
1,23360408,23360850,443,23360604,13,4.71101,3.1011,2.78002,SRR3729605_peak_177
1,23422439,23422839,401,23422661,24,12.2403,5.1915,9.96819,SRR3729605_peak_178
1,23519888,23520612,725,23520330,57,45.471,11.7239,42.4296,SRR3729605_peak_179
1,23523321,23524210,890,23523942,44,34.6586,10.6937,31.8159,SRR3729605_peak_180
1,23961486,23961813,328,23961656,20,10.4025,4.99038,8.19559,SRR3729605_peak_181
1,24043910,24045133,1224,24044539,66,62.0157,15.9217,58.7191,SRR3729605_peak_182
1,24080955,24081357,403,24081256,18,7.37566,3.8406,5.29582,SRR3729605_peak_183
1,24136497,24137370,874,24136857,50,36.7899,10.0419,33.9086,SRR3729605_peak_184
1,24137471,24138274,804,24137993,22,11.8841,5.3622,9.6282,SRR3729605_peak_185
1,24138472,24138922,451,24138629,20,10.4025,4.99038,8.19559,SRR3729605_peak_186
1,24138987,24140053,1067,24139738,41,31.2449,9.98076,28.4737,SRR3729605_peak_187
1,24146315,24148022,1708,24146770,88,77.1325,15.1667,73.6442,SRR3729605_peak_188
1,24716603,24718927,2325,24717365,95,91.725,18.3704,88.0758,SRR3729605_peak_189
1,24736765,24737670,906,24737043,20,10.4025,4.99038,8.19559,SRR3729605_peak_190
1,24738655,24739949,1295,24739804,20,7.89014,3.83672,5.79146,SRR3729605_peak_191
1,24742304,24742691,388,24742519,16,7.22826,4.02686,5.16124,SRR3729605_peak_192
1,24742897,24743287,391,24743116,17,8.00769,4.27747,5.89857,SRR3729605_peak_193
1,24781953,24782328,376,24782158,16,7.2539,4.03983,5.17901,SRR3729605_peak_194
1,27922798,27924276,1479,27923168,21,10.7923,5.01252,8.57393,SRR3729605_peak_195
1,30822599,30823420,822,30823122,20,10.4025,4.99038,8.19559,SRR3729605_peak_196
1,30840668,30841251,584,30840976,16,7.2539,4.03983,5.17901,SRR3729605_peak_197
1,30849500,30850078,579,30849713,25,13.5352,5.60339,11.2229,SRR3729605_peak_198
1,30878831,30879182,352,30879048,14,5.29433,3.29495,3.32441,SRR3729605_peak_199
1,30911764,30912121,358,30911838,17,6.68776,3.63847,4.64177,SRR3729605_peak_200
1,30912971,30914378,1408,30914036,72,64.8306,15.1592,61.4958,SRR3729605_peak_201
1,30976435,30977096,662,30976838,24,12.9069,5.49158,10.6164,SRR3729605_peak_202
1,30985714,30987185,1472,30986112,48,35.9104,10.1753,33.0429,SRR3729605_peak_203
1,30987345,30988365,1021,30988121,29,15.4598,5.75785,13.0867,SRR3729605_peak_204
1,30988836,30989897,1062,30989149,116,114.273,19.9382,110.397,SRR3729605_peak_205
1,31052116,31052600,485,31052364,14,5.82037,3.56456,3.81847,SRR3729605_peak_206
1,31054452,31057003,2552,31056728,51,41.5267,11.7359,38.5576,SRR3729605_peak_207
1,31058232,31059210,979,31058656,46,31.8588,9.02063,29.0765,SRR3729605_peak_208
1,31072593,31073612,1020,31073218,48,37.3192,10.7635,34.4251,SRR3729605_peak_209
1,31074984,31075448,465,31075213,27,13.4449,5.24163,11.1342,SRR3729605_peak_210
1,31089396,31089713,318,31089478,15,5.38164,3.23419,3.40801,SRR3729605_peak_211
1,31111942,31112593,652,31112259,61,48.5891,11.8996,45.4964,SRR3729605_peak_212
1,31130938,31131497,560,31131218,20,7.74999,3.77662,5.65773,SRR3729605_peak_213
1,31132652,31134519,1868,31133074,59,50.3782,13.1684,47.2538,SRR3729605_peak_214
1,31134761,31135928,1168,31135516,46,29.6779,8.19306,26.9438,SRR3729605_peak_215
1,31136068,31136773,706,31136458,25,14.1453,5.88122,11.8106,SRR3729605_peak_216
1,31192849,31193540,692,31193159,51,41.5884,11.7624,38.6178,SRR3729605_peak_217
1,33708357,33709652,1296,33709142,33,20.3325,7.07242,17.8211,SRR3729605_peak_218
1,33758689,33759259,571,33758984,39,27.9477,9.02761,25.2483,SRR3729605_peak_219
1,33772913,33774284,1372,33773475,89,81.5352,16.4431,77.9972,SRR3729605_peak_220
1,33794048,33794931,884,33794351,39,27.3942,8.78653,24.709,SRR3729605_peak_221
1,33795408,33797264,1857,33796260,78,74.9469,17.3384,71.4859,SRR3729605_peak_222
1,33807127,33807589,463,33807406,22,8.83943,4.00937,6.6934,SRR3729605_peak_223
1,33852776,33854234,1459,33853798,96,87.401,16.5299,83.7989,SRR3729605_peak_224
1,34044914,34045231,318,34045061,16,5.31121,3.10592,3.34015,SRR3729605_peak_225
1,34100095,34100701,607,34100465,19,8.26333,4.12435,6.14638,SRR3729605_peak_226
1,34142671,34143278,608,34142962,30,13.7653,4.94982,11.4461,SRR3729605_peak_227
1,34143880,34144281,402,34144019,18,6.75013,3.55682,4.70189,SRR3729605_peak_228
1,34159628,34161241,1614,34160543,28,14.6047,5.56592,12.2586,SRR3729605_peak_229
1,34161551,34162663,1113,34162217,36,24.117,8.06128,21.5108,SRR3729605_peak_230
1,34203562,34204066,505,34203755,20,8.57061,4.13491,6.44359,SRR3729605_peak_231
1,34206390,34206819,430,34206517,19,8.32587,4.1532,6.20679,SRR3729605_peak_232
1,34275253,34277704,2452,34276841,50,35.4728,9.53035,32.6178,SRR3729605_peak_233
1,34291331,34291713,383,34291534,15,6.52433,3.80219,4.4845,SRR3729605_peak_234
1,34426312,34427527,1216,34426970,86,80.0416,16.7825,76.52,SRR3729605_peak_235
1,34438442,34438932,491,34438627,18,8.61143,4.42965,6.48066,SRR3729605_peak_236
1,34473501,34473869,369,34473577,16,7.2539,4.03983,5.17901,SRR3729605_peak_237
1,34478209,34479618,1410,34479091,66,53.6947,12.5425,50.5206,SRR3729605_peak_238
1,34498486,34499166,681,34498876,24,12.5667,5.33732,10.2859,SRR3729605_peak_239
1,34511785,34512146,362,34512024,15,5.20671,3.15041,3.24044,SRR3729605_peak_240
1,34880864,34881697,834,34881432,23,12.9767,5.70329,10.6786,SRR3729605_peak_241
1,34888687,34889303,617,34889034,35,24.3431,8.39301,21.73,SRR3729605_peak_242
1,34906222,34906639,418,34906482,19,9.58306,4.75274,7.40727,SRR3729605_peak_243
1,35803243,35803649,407,35803511,18,6.95043,3.64664,4.89435,SRR3729605_peak_244
1,35874964,35876750,1787,35875666,102,105.736,21.389,101.943,SRR3729605_peak_245
1,35964881,35966042,1162,35965471,25,14.7398,6.15872,12.3905,SRR3729605_peak_246
1,35969986,35970303,318,35970265,14,4.4507,2.87892,2.54245,SRR3729605_peak_247
1,36103920,36107394,3475,36105600,100,105.703,22.1059,101.911,SRR3729605_peak_248
1,36107734,36108939,1206,36108223,55,40.7295,10.3835,37.7724,SRR3729605_peak_249
1,36109290,36115391,6102,36112878,102,90.9251,16.1078,87.2863,SRR3729605_peak_250
1,36116134,36116665,532,36116429,17,5.29079,3.01058,3.3221,SRR3729605_peak_251
1,36118332,36119246,915,36118605,30,15.9332,5.78843,13.5442,SRR3729605_peak_252
1,36127984,36128844,861,36128249,20,10.1702,4.87767,7.9773,SRR3729605_peak_253
1,36132770,36133462,693,36133229,30,17.5143,6.44838,15.0808,SRR3729605_peak_254
1,36146388,36146742,355,36146645,17,6.29011,3.45471,4.26838,SRR3729605_peak_255
1,36148991,36149308,318,36149192,19,7.33788,3.7084,5.26101,SRR3729605_peak_256
1,36282619,36283711,1093,36283237,75,62.8432,13.5593,59.5367,SRR3729605_peak_257
1,36293911,36294478,568,36294167,22,9.79883,4.41435,7.61687,SRR3729605_peak_258
1,36342358,36342680,323,36342526,16,7.2539,4.03983,5.17901,SRR3729605_peak_259
1,36346498,36347654,1157,36347148,36,25.7626,8.79257,23.1137,SRR3729605_peak_260
1,36396019,36396831,813,36396302,25,10.0462,4.15146,7.85731,SRR3729605_peak_261
1,36407014,36408030,1017,36407756,70,67.3596,16.8722,63.9916,SRR3729605_peak_262
1,36408169,36408565,397,36408409,25,14.7818,6.17857,12.4254,SRR3729605_peak_263
1,36409967,36410547,581,36410249,32,18.9222,6.67052,16.4463,SRR3729605_peak_264
1,36483574,36484321,748,36484011,23,12.0568,5.27192,9.79539,SRR3729605_peak_265
1,36504497,36505329,833,36505012,32,19.3528,6.85278,16.8679,SRR3729605_peak_266
1,36508945,36509930,986,36509237,21,10.1165,4.69684,7.92452,SRR3729605_peak_267
1,36510201,36510589,389,36510364,26,15.3994,6.27129,13.0286,SRR3729605_peak_268
1,36510863,36511215,353,36511100,25,11.5537,4.75023,9.30659,SRR3729605_peak_269
1,36514851,36515715,865,36515428,19,8.37253,4.17478,6.25026,SRR3729605_peak_270
1,36550439,36551078,640,36550718,35,24.6996,8.55494,22.0781,SRR3729605_peak_271
1,36551958,36552453,496,36552088,21,10.4097,4.83259,8.20193,SRR3729605_peak_272
1,36564383,36565285,903,36564969,31,17.0477,6.07482,14.6258,SRR3729605_peak_273
1,36577962,36578573,612,36578287,37,24.2318,7.89108,21.623,SRR3729605_peak_274
1,36585754,36586624,871,36586121,71,63.6119,14.9769,60.2939,SRR3729605_peak_275
1,36595405,36597246,1842,36596115,69,60.028,14.1496,56.761,SRR3729605_peak_276
1,36723252,36723652,401,36723398,21,10.7161,4.97642,8.50044,SRR3729605_peak_277
1,36730181,36731259,1079,36730722,51,38,10.2798,35.0955,SRR3729605_peak_278
1,36748021,36749487,1467,36748839,33,21.7118,7.67347,19.1636,SRR3729605_peak_279
1,36819652,36820379,728,36819897,22,9.30185,4.20212,7.14374,SRR3729605_peak_280
1,36823496,36824145,650,36823855,25,14.7818,6.17857,12.4254,SRR3729605_peak_281
1,36900775,36901259,485,36901067,19,9.58306,4.75274,7.40727,SRR3729605_peak_282
1,36913846,36914522,677,36914304,23,10.292,4.49282,8.09474,SRR3729605_peak_283
1,36943265,36944217,953,36943668,23,11.421,4.98384,9.17791,SRR3729605_peak_284
1,36959074,36959681,608,36959368,28,13.0829,4.95438,10.7819,SRR3729605_peak_285
1,36967637,36968335,699,36968073,35,19.7697,6.47421,17.2709,SRR3729605_peak_286
1,36973780,36974347,568,36973989,22,8.83943,4.00937,6.6934,SRR3729605_peak_287
1,36978602,36979514,913,36978937,56,43.5477,11.2233,40.5411,SRR3729605_peak_288
1,37015848,37016172,325,37016079,16,7.10232,3.96337,5.04132,SRR3729605_peak_289
1,37064896,37066096,1201,37065493,37,24.7554,8.11273,22.1303,SRR3729605_peak_290
1,37067923,37068485,563,37068196,14,5.48744,3.39301,3.50859,SRR3729605_peak_291
1,37080034,37080703,670,37080529,18,8.78445,4.51511,6.64278,SRR3729605_peak_292
1,37096125,37096793,669,37096542,27,16.6518,6.65384,14.2388,SRR3729605_peak_293
1,37337982,37338310,329,37338114,14,5.29433,3.29495,3.32441,SRR3729605_peak_294
1,37338636,37339940,1305,37339224,23,12.2604,5.3659,9.98768,SRR3729605_peak_295
1,37380291,37381503,1213,37380833,81,74.3636,16.1458,70.9083,SRR3729605_peak_296
1,37386277,37387007,731,37386718,32,19.3528,6.85278,16.8679,SRR3729605_peak_297
1,37389830,37391119,1290,37390552,103,100.27,19.0009,96.5287,SRR3729605_peak_298
1,37468103,37469872,1770,37468884,159,180.544,28.546,176.102,SRR3729605_peak_299
1,37650070,37650430,361,37650290,23,11.9423,5.21942,9.68459,SRR3729605_peak_300
1,37903755,37904407,653,37904124,24,12.1588,5.15544,9.88866,SRR3729605_peak_301
1,37910977,37912393,1417,37911513,80,74.1572,16.3731,70.7063,SRR3729605_peak_302
1,37916516,37917818,1303,37917252,48,30.1646,7.99181,27.417,SRR3729605_peak_303
1,37928559,37930736,2178,37929690,72,60.3263,13.4315,57.0563,SRR3729605_peak_304
1,38035845,38037395,1551,38036184,58,51.6428,14.0206,48.4982,SRR3729605_peak_305
1,38037690,38038080,391,38037926,16,7.2539,4.03983,5.17901,SRR3729605_peak_306
1,38069698,38070996,1299,38070481,47,33.5225,9.45122,30.7029,SRR3729605_peak_307
1,38120271,38120588,318,38120498,15,5.88427,3.47961,3.87941,SRR3729605_peak_308
